ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,Sport,Medal
22261,Gili Cohen,F,25,160,52,Israel,ISR,2016 Summer,2016,Summer,Judo,NA
22287,Adelina Maria Cojocariu-Bogus,F,27,186,75,Romania,ROU,2016 Summer,2016,Summer,Rowing,Bronze
22299,Massimo Colaci,M,31,180,75,Italy,ITA,2016 Summer,2016,Summer,Volleyball,Silver
22307,Thibault Colard,M,24,187,70,France,FRA,2016 Summer,2016,Summer,Rowing,Bronze
22324,"Charles ""Charlie"" Cole",M,30,194,90,United States,USA,2016 Summer,2016,Summer,Rowing,NA
22342,Christian Coleman,M,20,175,72,United States,USA,2016 Summer,2016,Summer,Athletics,NA
22355,Michelle Elizabeth Coleman,F,22,186,74,Sweden,SWE,2016 Summer,2016,Summer,Swimming,NA
22355,Michelle Elizabeth Coleman,F,22,186,74,Sweden,SWE,2016 Summer,2016,Summer,Swimming,NA
22355,Michelle Elizabeth Coleman,F,22,186,74,Sweden,SWE,2016 Summer,2016,Summer,Swimming,NA
22355,Michelle Elizabeth Coleman,F,22,186,74,Sweden,SWE,2016 Summer,2016,Summer,Swimming,NA
22375,Ndia Gomes Colhado,F,27,194,88,Brazil,BRA,2016 Summer,2016,Summer,Basketball,NA
22409,Williams Collazo Gutirrez,M,29,172,71,Cuba,CUB,2016 Summer,2016,Summer,Athletics,NA
22431,Latario Collie-Minns,M,22,173,64,Bahamas,BAH,2016 Summer,2016,Summer,Athletics,NA
22466,John Collins,M,27,192,95,Great Britain,GBR,2016 Summer,2016,Summer,Rowing,NA
22468,Kim Collins,M,40,180,77,Saint Kitts and Nevis,SKN,2016 Summer,2016,Summer,Athletics,NA
22468,Kim Collins,M,40,180,77,Saint Kitts and Nevis,SKN,2016 Summer,2016,Summer,Athletics,NA
22492,Nstor Enrique Colmenares Uzcategui,M,28,203,110,Venezuela,VEN,2016 Summer,2016,Summer,Basketball,NA
22498,Carlos Coloma Nicols,M,34,171,65,Spain,ESP,2016 Summer,2016,Summer,Cycling,Bronze
22536,Nestor Landag Colonia,M,24,158,59,Philippines,PHI,2016 Summer,2016,Summer,Weightlifting,NA
22539,Diego Alberto Colorado Agudelo,M,42,171,57,Colombia,COL,2016 Summer,2016,Summer,Athletics,NA
22546,Nicolas Colsaerts,M,33,188,78,Belgium,BEL,2016 Summer,2016,Summer,Golf,NA
22575,Brbara Roco Comba,F,29,180,100,Argentina,ARG,2016 Summer,2016,Summer,Athletics,NA
22582,Sbastien Combot,M,29,169,64,France,FRA,2016 Summer,2016,Summer,Canoeing,NA
22584,Gloria Comerma Broto,F,29,168,64,Spain,ESP,2016 Summer,2016,Summer,Hockey,NA
22602,Aude Compan,F,23,173,67,France,FRA,2016 Summer,2016,Summer,Sailing,NA
22604,Benjamin Compaor,M,28,189,83,France,FRA,2016 Summer,2016,Summer,Athletics,NA
22622,Jhennifer Alves da Conceio,F,19,162,53,Brazil,BRA,2016 Summer,2016,Summer,Swimming,NA
22623,Robson Donato Conceio,M,27,171,57,Brazil,BRA,2016 Summer,2016,Summer,Boxing,Gold
22627,Javier Octavio Concepcin Rojas,M,18,200,84,Cuba,CUB,2016 Summer,2016,Summer,Volleyball,NA
22637,David John Condon,M,25,180,79,Great Britain,GBR,2016 Summer,2016,Summer,Hockey,NA
22641,Santo Condorelli,M,21,188,88,Canada,CAN,2016 Summer,2016,Summer,Swimming,NA
22641,Santo Condorelli,M,21,188,88,Canada,CAN,2016 Summer,2016,Summer,Swimming,NA
22641,Santo Condorelli,M,21,188,88,Canada,CAN,2016 Summer,2016,Summer,Swimming,NA
22641,Santo Condorelli,M,21,188,88,Canada,CAN,2016 Summer,2016,Summer,Swimming,NA
22649,Muriel Coneo Paredes,F,29,160,50,Colombia,COL,2016 Summer,2016,Summer,Athletics,NA
22652,Rick Yves Confiance,M,22,165,62,Seychelles,SEY,2016 Summer,2016,Summer,Weightlifting,NA
22662,"John ""Jack"" Conger",M,21,193,80,United States,USA,2016 Summer,2016,Summer,Swimming,Gold
22668,Dorian Coninx,M,22,181,70,France,FRA,2016 Summer,2016,Summer,Triathlon,NA
22673,Michael John Conlan,M,24,170,56,Ireland,IRL,2016 Summer,2016,Summer,Boxing,NA
22674,Alyssa Conley,F,25,176,63,South Africa,RSA,2016 Summer,2016,Summer,Athletics,NA
22674,Alyssa Conley,F,25,176,63,South Africa,RSA,2016 Summer,2016,Summer,Athletics,NA
22675,"Kimberley Frances ""Kim"" Conley",F,30,161,49,United States,USA,2016 Summer,2016,Summer,Athletics,NA
22694,Breege Connolly,F,38,163,54,Ireland,IRL,2016 Summer,2016,Summer,Athletics,NA
22708,"James ""Jimmy"" Connor",M,21,183,68,Australia,AUS,2016 Summer,2016,Summer,Diving,NA
22739,Simone Consonni,M,21,165,60,Italy,ITA,2016 Summer,2016,Summer,Cycling,NA
22741,Patrick Constable,M,21,183,95,Australia,AUS,2016 Summer,2016,Summer,Cycling,NA
22741,Patrick Constable,M,21,183,95,Australia,AUS,2016 Summer,2016,Summer,Cycling,NA
22741,Patrick Constable,M,21,183,95,Australia,AUS,2016 Summer,2016,Summer,Cycling,NA
22765,Facundo Conte,M,26,197,88,Argentina,ARG,2016 Summer,2016,Summer,Volleyball,NA
22779,Giulia Conti,F,28,173,62,Italy,ITA,2016 Summer,2016,Summer,Sailing,NA
22793,Edgar Jess Contreras Triana,M,24,178,67,Venezuela,VEN,2016 Summer,2016,Summer,Taekwondo,NA
22810,Yidiel Islay Contreras Garca,M,23,180,74,Spain,ESP,2016 Summer,2016,Summer,Athletics,NA
22811,Yudelquis Maridalia Contreras,F,30,158,58,Dominican Republic,DOM,2016 Summer,2016,Summer,Weightlifting,NA
22828,Sally Conway,F,29,167,70,Great Britain,GBR,2016 Summer,2016,Summer,Judo,Bronze
22829,Charles Albert Shone Conwell,M,18,175,75,United States,USA,2016 Summer,2016,Summer,Boxing,NA
22835,Aaron Arthur Cook,M,25,183,80,Moldova,MDA,2016 Summer,2016,Summer,Taekwondo,NA
22857,Kassidy Leigh Cook,F,21,163,57,United States,USA,2016 Summer,2016,Summer,Diving,NA
22865,Tamsin Cook,F,17,170,61,Australia,AUS,2016 Summer,2016,Summer,Swimming,NA
22865,Tamsin Cook,F,17,170,61,Australia,AUS,2016 Summer,2016,Summer,Swimming,NA
22865,Tamsin Cook,F,17,170,61,Australia,AUS,2016 Summer,2016,Summer,Swimming,Silver
22886,"James ""Jamie"" Cooke",M,25,185,74,Great Britain,GBR,2016 Summer,2016,Summer,Modern Pentathlon,NA
22901,Reid Coolsaet,M,37,173,62,Canada,CAN,2016 Summer,2016,Summer,Athletics,NA
22961,Anuradha Indrajith Cooray,M,38,178,58,Sri Lanka,SRI,2016 Summer,2016,Summer,Athletics,NA
22973,"Katherine Sarah ""Kat"" Copeland",F,25,172,58,Great Britain,GBR,2016 Summer,2016,Summer,Rowing,NA
22974,Leslie Arthur Copeland,M,28,183,102,Fiji,FIJ,2016 Summer,2016,Summer,Athletics,NA
22978,Yasmani Copello Escobar,M,29,191,85,Turkey,TUR,2016 Summer,2016,Summer,Athletics,Bronze
23005,Aye Cora,F,23,175,69,Turkey,TUR,2016 Summer,2016,Summer,Basketball,NA
23040,Kevin Cordes,M,22,196,88,United States,USA,2016 Summer,2016,Summer,Swimming,NA
23040,Kevin Cordes,M,22,196,88,United States,USA,2016 Summer,2016,Summer,Swimming,NA
23040,Kevin Cordes,M,22,196,88,United States,USA,2016 Summer,2016,Summer,Swimming,Gold
23045,"Joseph ""Joe"" Cordina",M,24,175,61,Great Britain,GBR,2016 Summer,2016,Summer,Boxing,NA
23050,Nicols Crdoba,M,26,165,71,Argentina,ARG,2016 Summer,2016,Summer,Gymnastics,NA
23052,Audrey Cordon (-Ragot),F,26,170,60,France,FRA,2016 Summer,2016,Summer,Cycling,NA
23052,Audrey Cordon (-Ragot),F,26,170,60,France,FRA,2016 Summer,2016,Summer,Cycling,NA
23053,Kevin Haroldo Cordn Buezo,M,29,180,80,Guatemala,GUA,2016 Summer,2016,Summer,Badminton,NA
23054,Pilar Lucrecia Cordn Muro,F,43,175,58,Spain,ESP,2016 Summer,2016,Summer,Equestrianism,NA
23054,Pilar Lucrecia Cordn Muro,F,43,175,58,Spain,ESP,2016 Summer,2016,Summer,Equestrianism,NA
23058,Samuel Crdova Arvizu,M,27,200,89,Mexico,MEX,2016 Summer,2016,Summer,Volleyball,NA
23069,Borna ori,M,19,185,75,Croatia,CRO,2016 Summer,2016,Summer,Tennis,NA
23092,Wendy Gabriela Cornejo Aliaga,F,23,162,54,Bolivia,BOL,2016 Summer,2016,Summer,Athletics,NA
23096,Monique Adelinde Cornelissen,F,37,168,55,Netherlands,NED,2016 Summer,2016,Summer,Equestrianism,NA
23096,Monique Adelinde Cornelissen,F,37,168,55,Netherlands,NED,2016 Summer,2016,Summer,Equestrianism,NA
23110,Aliz Cornet,F,26,173,60,France,FRA,2016 Summer,2016,Summer,Tennis,NA
23131,Brbara Cornudella Ravetllat,F,23,160,50,Spain,ESP,2016 Summer,2016,Summer,Sailing,NA
23140,Stefany Mildred Coronado Gemio,F,19,173,54,Bolivia,BOL,2016 Summer,2016,Summer,Athletics,NA
23149,Daniel Corral Barrn,M,26,173,64,Mexico,MEX,2016 Summer,2016,Summer,Gymnastics,NA
23149,Daniel Corral Barrn,M,26,173,64,Mexico,MEX,2016 Summer,2016,Summer,Gymnastics,NA
23155,ngel Martn Correa Martnez,M,21,173,80,Argentina,ARG,2016 Summer,2016,Summer,Football,NA
23156,Charles Fernando Corra,M,23,159,58,Brazil,BRA,2016 Summer,2016,Summer,Canoeing,NA
23160,Harold Correa,M,28,190,81,France,FRA,2016 Summer,2016,Summer,Athletics,NA
23210,"Francisco ""Quico"" Corts Juncosa",M,33,181,80,Spain,ESP,2016 Summer,2016,Summer,Hockey,NA
23226,Javier Cortina Lacerra,M,29,185,97,Cuba,CUB,2016 Summer,2016,Summer,Wrestling,NA
23289,Joana Ribeiro Costa,F,35,173,60,Brazil,BRA,2016 Summer,2016,Summer,Athletics,NA
23290,Joo Carlos Calvete Pereira da Costa,M,51,182,100,Portugal,POR,2016 Summer,2016,Summer,Shooting,NA
23290,Joo Carlos Calvete Pereira da Costa,M,51,182,100,Portugal,POR,2016 Summer,2016,Summer,Shooting,NA
23294,Jos Lus Anica Costa,M,32,182,85,Portugal,POR,2016 Summer,2016,Summer,Sailing,NA
23296,Keila da Silva da Costa,F,33,170,63,Brazil,BRA,2016 Summer,2016,Summer,Athletics,NA
23296,Keila da Silva da Costa,F,33,170,63,Brazil,BRA,2016 Summer,2016,Summer,Athletics,NA
23303,Melania Felicitas Costa Schmid,F,27,180,69,Spain,ESP,2016 Summer,2016,Summer,Swimming,NA
23303,Melania Felicitas Costa Schmid,F,27,180,69,Spain,ESP,2016 Summer,2016,Summer,Swimming,NA
23303,Melania Felicitas Costa Schmid,F,27,180,69,Spain,ESP,2016 Summer,2016,Summer,Swimming,NA
23303,Melania Felicitas Costa Schmid,F,27,180,69,Spain,ESP,2016 Summer,2016,Summer,Swimming,NA
23307,Rayssa Costa de Oliveira,F,25,176,63,Brazil,BRA,2016 Summer,2016,Summer,Fencing,NA
23307,Rayssa Costa de Oliveira,F,25,176,63,Brazil,BRA,2016 Summer,2016,Summer,Fencing,NA
23310,Rui Alberto Faria da Costa,M,29,183,68,Portugal,POR,2016 Summer,2016,Summer,Cycling,NA
23314,Susana Cristina Sade da Costa,F,31,178,63,Portugal,POR,2016 Summer,2016,Summer,Athletics,NA
23331,Alin Coste,M,24,201,95,Romania,ROU,2016 Summer,2016,Summer,Swimming,NA
23362,Tanguy Cosyns,M,25,174,70,Belgium,BEL,2016 Summer,2016,Summer,Hockey,Silver
23384,"John ""Johnno"" Cotterill",M,28,193,88,Australia,AUS,2016 Summer,2016,Summer,Water Polo,NA
23387,Aleksandra Cotti,F,27,167,65,Italy,ITA,2016 Summer,2016,Summer,Water Polo,Silver
23409,Tonia Couch,F,27,166,54,Great Britain,GBR,2016 Summer,2016,Summer,Diving,NA
23409,Tonia Couch,F,27,166,54,Great Britain,GBR,2016 Summer,2016,Summer,Diving,NA
23422,Eoin Coughlan,M,24,186,81,Australia,AUS,2016 Summer,2016,Summer,Judo,NA
23424,James Coughlan,M,25,183,78,New Zealand,NZL,2016 Summer,2016,Summer,Hockey,NA
23427,Laurent Johann Jos Bourda Couhet,M,22,171,75,Brazil,BRA,2016 Summer,2016,Summer,Rugby Sevens,NA
23429,Ismal Coulibaly,M,23,191,78,Mali,MLI,2016 Summer,2016,Summer,Taekwondo,NA
23497,DeMarcus Amir Cousins,M,25,210,122,United States,USA,2016 Summer,2016,Summer,Basketball,Gold
23504,Geisa Aparecida Muniz Coutinho,F,36,161,55,Brazil,BRA,2016 Summer,2016,Summer,Athletics,NA
23504,Geisa Aparecida Muniz Coutinho,F,36,161,55,Brazil,BRA,2016 Summer,2016,Summer,Athletics,NA
23511,Kurt Leonel da Rocha Couto,M,31,180,74,Mozambique,MOZ,2016 Summer,2016,Summer,Athletics,NA
23519,Alicia Jayne Coutts,F,28,176,69,Australia,AUS,2016 Summer,2016,Summer,Swimming,NA
23549,Kirsty Leigh Coventry (-Seward),F,32,176,64,Zimbabwe,ZIM,2016 Summer,2016,Summer,Swimming,NA
23549,Kirsty Leigh Coventry (-Seward),F,32,176,64,Zimbabwe,ZIM,2016 Summer,2016,Summer,Swimming,NA
23573,Rhydian Cowley,M,25,181,65,Australia,AUS,2016 Summer,2016,Summer,Athletics,NA
23579,Carmiesha Cox,F,21,168,61,Bahamas,BAH,2016 Summer,2016,Summer,Athletics,NA
23585,J'den Michael Tbory Cox,M,21,180,86,United States,USA,2016 Summer,2016,Summer,Wrestling,Bronze
23587,John Arthur Cox Bransford IV,M,35,196,95,Venezuela,VEN,2016 Summer,2016,Summer,Basketball,NA
23613,Natalya Coyle,F,25,170,60,Ireland,IRL,2016 Summer,2016,Summer,Modern Pentathlon,NA
23616,"Amelia ""Amy"" Cozad",F,25,160,51,United States,USA,2016 Summer,2016,Summer,Diving,NA
23618,Marius Vasile Cozmiuc,M,23,197,94,Romania,ROU,2016 Summer,2016,Summer,Rowing,NA
23622,Vanessa Cozzi,F,32,170,57,Brazil,BRA,2016 Summer,2016,Summer,Rowing,NA
23640,Morgan Craft,F,23,160,64,United States,USA,2016 Summer,2016,Summer,Shooting,NA
23641,Shanice Craft,F,23,185,93,Germany,GER,2016 Summer,2016,Summer,Athletics,NA
23657,"Kameryn Louise ""Kami"" Craig",F,29,181,88,United States,USA,2016 Summer,2016,Summer,Water Polo,Gold
23665,Brooke Leeann Crain,F,23,160,55,United States,USA,2016 Summer,2016,Summer,Cycling,NA
23680,Lauren Crandall,F,31,161,58,United States,USA,2016 Summer,2016,Summer,Hockey,NA
23700,Dan Craven,M,33,183,76,Namibia,NAM,2016 Summer,2016,Summer,Cycling,NA
23700,Dan Craven,M,33,183,76,Namibia,NAM,2016 Summer,2016,Summer,Cycling,NA
23703,Sal Craviotto Rivero,M,31,192,98,Spain,ESP,2016 Summer,2016,Summer,Canoeing,Bronze
23703,Sal Craviotto Rivero,M,31,192,98,Spain,ESP,2016 Summer,2016,Summer,Canoeing,Gold
23731,Eric Shauwn Brazas Cray,M,27,176,70,Philippines,PHI,2016 Summer,2016,Summer,Athletics,NA
23755,Mauro Crenna,M,24,175,78,Italy,ITA,2016 Summer,2016,Summer,Canoeing,NA
23755,Mauro Crenna,M,24,175,78,Italy,ITA,2016 Summer,2016,Summer,Canoeing,NA
23758,Pablo Crer,M,27,202,85,Argentina,ARG,2016 Summer,2016,Summer,Volleyball,NA
23765,Edgar Roberto Crespo Echeverra,M,27,170,60,Panama,PAN,2016 Summer,2016,Summer,Swimming,NA
23772,Mariana Cress,F,17,159,52,Marshall Islands,MHL,2016 Summer,2016,Summer,Athletics,NA
23792,Anja Crevar,F,16,164,49,Serbia,SRB,2016 Summer,2016,Summer,Swimming,NA
23792,Anja Crevar,F,16,164,49,Serbia,SRB,2016 Summer,2016,Summer,Swimming,NA
23794,Brittany Crew,F,22,178,112,Canada,CAN,2016 Summer,2016,Summer,Athletics,NA
23814,Adrian Crian,M,36,186,85,Romania,ROU,2016 Summer,2016,Summer,Table Tennis,NA
23834,Cristiane Rozeira de Souza Silva,F,31,176,69,Brazil,BRA,2016 Summer,2016,Summer,Football,NA
23852,Jonas de Oliveira Crivella,M,28,181,82,Brazil,BRA,2016 Summer,2016,Summer,Water Polo,NA
23855,Victoria Crivelli,F,25,176,65,Argentina,ARG,2016 Summer,2016,Summer,Handball,NA
23857,Jovana Crnogorac,F,24,170,56,Serbia,SRB,2016 Summer,2016,Summer,Cycling,NA
23874,Louis Croenen,M,22,186,79,Belgium,BEL,2016 Summer,2016,Summer,Swimming,NA
23874,Louis Croenen,M,22,186,79,Belgium,BEL,2016 Summer,2016,Summer,Swimming,NA
23918,Jorrit Croon,M,17,183,75,Netherlands,NED,2016 Summer,2016,Summer,Hockey,NA
23937,Hannah Cross,F,19,169,57,Australia,AUS,2016 Summer,2016,Summer,Synchronized Swimming,NA
23945,"Samuel Thomas ""Sam"" Cross",M,23,191,103,Great Britain,GBR,2016 Summer,2016,Summer,Rugby Sevens,Silver
23964,Will Crothers,M,29,195,95,Canada,CAN,2016 Summer,2016,Summer,Rowing,NA
23972,Jarred Crous,M,20,187,84,South Africa,RSA,2016 Summer,2016,Summer,Swimming,NA
23974,Ryan Crouser,M,23,201,125,United States,USA,2016 Summer,2016,Summer,Athletics,Gold
23975,"Samuel ""Sam"" Crouser",M,24,198,105,United States,USA,2016 Summer,2016,Summer,Athletics,NA
23978,Ugo Jrme Franois Marc Crousillat,M,25,190,94,France,FRA,2016 Summer,2016,Summer,Water Polo,NA
23981,Francisca Crovetto Chadid,F,26,160,54,Chile,CHI,2016 Summer,2016,Summer,Shooting,NA
23984,Kvin Crovetto,M,24,183,81,Monaco,MON,2016 Summer,2016,Summer,Gymnastics,NA
23984,Kvin Crovetto,M,24,183,81,Monaco,MON,2016 Summer,2016,Summer,Gymnastics,NA
23984,Kvin Crovetto,M,24,183,81,Monaco,MON,2016 Summer,2016,Summer,Gymnastics,NA
23984,Kvin Crovetto,M,24,183,81,Monaco,MON,2016 Summer,2016,Summer,Gymnastics,NA
23984,Kvin Crovetto,M,24,183,81,Monaco,MON,2016 Summer,2016,Summer,Gymnastics,NA
23984,Kvin Crovetto,M,24,183,81,Monaco,MON,2016 Summer,2016,Summer,Gymnastics,NA
23988,"Kimberley ""Kim"" Crow-Brennan",F,30,188,74,Australia,AUS,2016 Summer,2016,Summer,Rowing,Gold
24020,Larissa Rose Crummer,F,20,178,70,Australia,AUS,2016 Summer,2016,Summer,Football,NA
24028,Anna Cruz Lebrato,F,29,176,60,Spain,ESP,2016 Summer,2016,Summer,Basketball,Silver
24032,"urea Esther ""Aury"" Cruz",F,34,180,63,Puerto Rico,PUR,2016 Summer,2016,Summer,Volleyball,NA
24036,Eglis Yaima Cruz Farfn,F,36,159,63,Cuba,CUB,2016 Summer,2016,Summer,Shooting,NA
24036,Eglis Yaima Cruz Farfn,F,36,159,63,Cuba,CUB,2016 Summer,2016,Summer,Shooting,NA
24064,Aleksandra Crvendaki,F,20,187,76,Serbia,SRB,2016 Summer,2016,Summer,Basketball,Bronze
24067,Dra Csabai,F,27,175,63,Hungary,HUN,2016 Summer,2016,Summer,Water Polo,NA
24093,"Lszl Cseh, Jr.",M,30,188,83,Hungary,HUN,2016 Summer,2016,Summer,Swimming,Silver
24093,"Lszl Cseh, Jr.",M,30,188,83,Hungary,HUN,2016 Summer,2016,Summer,Swimming,NA
24103,Gspr Csere,M,24,172,54,Hungary,HUN,2016 Summer,2016,Summer,Athletics,NA
24111,va Csernoviczki,F,29,160,51,Hungary,HUN,2016 Summer,2016,Summer,Judo,NA
24125,Tamara Csipes,F,26,176,78,Hungary,HUN,2016 Summer,2016,Summer,Canoeing,Gold
24134,Lszl Csoknyai,M,28,172,83,Hungary,HUN,2016 Summer,2016,Summer,Judo,NA
24138,Zsfia Katalin Csonka,F,32,164,89,Hungary,HUN,2016 Summer,2016,Summer,Shooting,NA
24161,David Alejandro Cubilln Leon,M,29,183,79,Venezuela,VEN,2016 Summer,2016,Summer,Basketball,NA
24178,Uro ukovi,M,26,199,101,Montenegro,MNE,2016 Summer,2016,Summer,Water Polo,NA
24189,Virginie Cueff,F,28,170,63,France,FRA,2016 Summer,2016,Summer,Cycling,NA
24189,Virginie Cueff,F,28,170,63,France,FRA,2016 Summer,2016,Summer,Cycling,NA
24189,Virginie Cueff,F,28,170,63,France,FRA,2016 Summer,2016,Summer,Cycling,NA
24206,Gustavo Cuesta Rosario,M,27,183,80,Dominican Republic,DOM,2016 Summer,2016,Summer,Athletics,NA
24206,Gustavo Cuesta Rosario,M,27,183,80,Dominican Republic,DOM,2016 Summer,2016,Summer,Athletics,NA
24212,Vctor Leandro Cuesta,M,27,187,76,Argentina,ARG,2016 Summer,2016,Summer,Football,NA
24213,Martn Esteban Cuestas,M,29,182,62,Uruguay,URU,2016 Summer,2016,Summer,Athletics,NA
24214,Nicols Cuestas,M,29,180,63,Uruguay,URU,2016 Summer,2016,Summer,Athletics,NA
24217,Fiorella Francesca Cueva Uribe,F,18,150,48,Peru,PER,2016 Summer,2016,Summer,Weightlifting,NA
24223,Pablo Gabriel Cuevas Urroz,M,30,180,79,Uruguay,URU,2016 Summer,2016,Summer,Tennis,NA
24230,Elizabeth Cui,F,18,159,58,New Zealand,NZL,2016 Summer,2016,Summer,Diving,NA
24235,Cui Qiuxia,F,25,166,63,China,CHN,2016 Summer,2016,Summer,Hockey,NA
24245,Lucien Cujean,M,26,184,82,Switzerland,SUI,2016 Summer,2016,Summer,Sailing,NA
24247,Milo uk,M,25,191,91,Serbia,SRB,2016 Summer,2016,Summer,Water Polo,Gold
24264,Chay Crista Kerio Cullen,F,30,182,74,Great Britain,GBR,2016 Summer,2016,Summer,Hockey,Gold
24280,Javier Culson Prez,M,32,200,82,Puerto Rico,PUR,2016 Summer,2016,Summer,Athletics,NA
24300,"Stephen Phillip ""Steve"" Cummings",M,35,190,75,Great Britain,GBR,2016 Summer,2016,Summer,Cycling,NA
24310,Merewai Cumu,F,18,174,73,Fiji,FIJ,2016 Summer,2016,Summer,Rugby Sevens,NA
24313,Rsul unayev,M,25,171,66,Azerbaijan,AZE,2016 Summer,2016,Summer,Wrestling,Bronze
24317,Ana Marcela Jesus Soares da Cunha,F,24,165,66,Brazil,BRA,2016 Summer,2016,Summer,Swimming,NA
24339,Logan Perry Cunningham,M,25,175,73,United States,USA,2016 Summer,2016,Summer,Athletics,NA
24344,Vashti Cunningham,F,18,185,56,United States,USA,2016 Summer,2016,Summer,Athletics,NA
24350,Petar Cupa,M,36,182,77,Croatia,CRO,2016 Summer,2016,Summer,Sailing,NA
24351,Ivan upi,M,30,178,78,Croatia,CRO,2016 Summer,2016,Summer,Handball,NA
24352,Luca Cupido,M,20,188,95,United States,USA,2016 Summer,2016,Summer,Water Polo,NA
24368,Amy Louise Cure,F,23,172,63,Australia,AUS,2016 Summer,2016,Summer,Cycling,NA
24387,Taylor Curran,M,24,183,80,Canada,CAN,2016 Summer,2016,Summer,Hockey,NA
24412,Scott Curry,M,28,193,100,New Zealand,NZL,2016 Summer,2016,Summer,Rugby Sevens,NA
24436,"Thomas ""Tom"" Cusack",M,23,191,101,Australia,AUS,2016 Summer,2016,Summer,Rugby Sevens,NA
24470,Luke Arron Cutts,M,28,188,82,Great Britain,GBR,2016 Summer,2016,Summer,Athletics,NA
24492,Adam Cwalina,M,31,187,81,Poland,POL,2016 Summer,2016,Summer,Badminton,NA
24523,Mria Czakov,F,27,166,56,Slovakia,SVK,2016 Summer,2016,Summer,Athletics,NA
24551,Konrad Czerniak,M,27,193,78,Poland,POL,2016 Summer,2016,Summer,Swimming,NA
24551,Konrad Czerniak,M,27,193,78,Poland,POL,2016 Summer,2016,Summer,Swimming,NA
24551,Konrad Czerniak,M,27,193,78,Poland,POL,2016 Summer,2016,Summer,Swimming,NA
24564,Dra Czigny,F,23,173,60,Hungary,HUN,2016 Summer,2016,Summer,Water Polo,NA
24579,Damian Czykier,M,23,191,78,Poland,POL,2016 Summer,2016,Summer,Athletics,NA
24584,"Abigail ""Abbey"" D'Agostino",F,24,160,50,United States,USA,2016 Summer,2016,Summer,Athletics,NA
24592,Michal D'Almeida,M,28,176,80,France,FRA,2016 Summer,2016,Summer,Cycling,NA
24592,Michal D'Almeida,M,28,176,80,France,FRA,2016 Summer,2016,Summer,Cycling,Bronze
24609,Sabrina D'Angelo,F,23,173,71,Canada,CAN,2016 Summer,2016,Summer,Football,Bronze
24610,Enrico D'Aniello,M,20,152,53,Italy,ITA,2016 Summer,2016,Summer,Rowing,NA
24621,Andrea Mitchell D'Arrigo,M,21,194,85,Italy,ITA,2016 Summer,2016,Summer,Swimming,NA
24621,Andrea Mitchell D'Arrigo,M,21,194,85,Italy,ITA,2016 Summer,2016,Summer,Swimming,NA
24647,Felipe Santos da Costa e Silva,M,31,196,103,Brazil,BRA,2016 Summer,2016,Summer,Water Polo,NA
24659,Ruy Leme da Fonseca Filho,M,42,181,76,Brazil,BRA,2016 Summer,2016,Summer,Equestrianism,NA
24659,Ruy Leme da Fonseca Filho,M,42,181,76,Brazil,BRA,2016 Summer,2016,Summer,Equestrianism,NA
24664,Tain Mayara da Paixo,F,24,171,69,Brazil,BRA,2016 Summer,2016,Summer,Basketball,NA
24673,Duane Da Rocha Marc,F,28,180,60,Spain,ESP,2016 Summer,2016,Summer,Swimming,NA
24673,Duane Da Rocha Marc,F,28,180,60,Spain,ESP,2016 Summer,2016,Summer,Swimming,NA
24679,Adilson Jos da Silva,M,44,175,75,Brazil,BRA,2016 Summer,2016,Summer,Golf,NA
24680,Adriana Aparecida da Silva,F,35,166,52,Brazil,BRA,2016 Summer,2016,Summer,Athletics,NA
24695,Edson Isaas Freitas da Silva,M,34,170,83,Brazil,BRA,2016 Summer,2016,Summer,Canoeing,NA
24695,Edson Isaas Freitas da Silva,M,34,170,83,Brazil,BRA,2016 Summer,2016,Summer,Canoeing,NA
24697,Fernanda Frana da Silva,F,26,176,68,Brazil,BRA,2016 Summer,2016,Summer,Handball,NA
24699,Gabrielle Mores da Silva,F,19,164,51,Brazil,BRA,2016 Summer,2016,Summer,Rhythmic Gymnastics,NA
24705,Holder Ocante da Silva,M,28,182,80,Guinea Bissau,GBS,2016 Summer,2016,Summer,Athletics,NA
24707,Joo Pedro Francisco da Silva,M,22,190,93,Brazil,BRA,2016 Summer,2016,Summer,Handball,NA
24724,Mayra Aguiar da Silva,F,25,177,78,Brazil,BRA,2016 Summer,2016,Summer,Judo,Bronze
24729,Pedro Henrique Gonalves da Silva,M,23,176,69,Brazil,BRA,2016 Summer,2016,Summer,Canoeing,NA
24730,Rafael Carlos da Silva,M,29,203,160,Brazil,BRA,2016 Summer,2016,Summer,Judo,Bronze
24733,Rui Pedro S Alves da Silva,M,35,173,60,Portugal,POR,2016 Summer,2016,Summer,Athletics,NA
24742,Aldemir Gomes da Silva Jnior,M,24,193,80,Brazil,BRA,2016 Summer,2016,Summer,Athletics,NA
24747,Nada Daabousov,F,19,165,52,Slovakia,SVK,2016 Summer,2016,Summer,Synchronized Swimming,NA
24760,Kokoutse Fabrice Dabla,M,23,NA,NA,Togo,TOG,2016 Summer,2016,Summer,Athletics,NA
24763,Zoulehia Abzetta Dabonne,F,23,175,57,Cote d'Ivoire,CIV,2016 Summer,2016,Summer,Judo,NA
24765,Ana Dabovi,F,26,183,70,Serbia,SRB,2016 Summer,2016,Summer,Basketball,Bronze
24767,Milica Dabovi,F,34,173,63,Serbia,SRB,2016 Summer,2016,Summer,Basketball,Bronze
